ID	Category	Language	Genre	Genre2	Pubdate	Author_Last	Author_First	Work_Title	Translation	PubHouse	Prize	WinnerShortlist	Author_Gender	Author_Nationality
2014_Szabo,Magda_IzasBallad_CT.txt	FIC	English	NYT		2014	Szabo	Magda	Iza'sBallad		NewYorkReview			F	
2014_Thomas,Joan_OpeningSky_PW.txt	FIC	English	PW		2014	Thomas	Joan	OpeningSky		McClelland&Stewart	GovernorGeneralLiteraryAwardforfiction	Shortlist	F	Canada
2014_Tierce,Merritt_LoveMeBack_CT.txt	FIC	English	NYT		2014	Tierce	Merritt	LoveMeBack					F	US
2014_Toews,Miriam_AllMyPunySorrows_CT.txt	FIC	English	NYT		2014	Toews	Miriam	AllMyPunySorrows					F	Canada
2014_Toews,Miriam_AllmyPunySorrows_PW.txt	FIC	English	PW		2014	Toews	Miriam	AllmyPunySorrows		AlfredA.Knopf	ScotiabankGillerPrize	Shortlist	F	Canada
2014_Torre,Alessandra_BlackLies_ROM.txt	FIC	English	ROM		2014	Torre	Alessandra	BlackLies					F	US
2014_Townsend,Jacinda_SaintMonkey_CT.txt	FIC	English	NYT		2014	Townsend	Jacinda	SaintMonkey					F	US
2014_Trueblood,Valerie_SearchPartyStoriesofRescue_PW.txt	FIC	English	PW		2014	Trueblood	Valerie	SearchPartyStoriesofRescue		CounterpointPress	PEN/FaulknerAwardforFiction	Shortlist	F	US
2014_Turner,Stevie_AHouseWithoutWindows_MY.txt	FIC	English	MY		2014	Turner	Stevie	AHouseWithoutWindows					F	UK
2014_Ullmann,Linn_TheColdSong_CT.txt	FIC	English	NYT		2014	Ullmann	Linn	TheColdSong					F	Norway
2014_Unger,Lisa_IntheBlood_MY.txt	FIC	English	MY		2014	Unger	Lisa	IntheBlood					F	US
2014_Ward,JR_TheKing_ROM.txt	FIC	English	ROM		2014	Ward	JR	TheKing					F	US
2014_Ward,Penelope_StepbrotherDearest_ROM.txt	FIC	English	ROM		2014	Ward	Penelope	StepbrotherDearest					F	US
2014_Weaver,Ashley_MurderattheBrightwell_MY.txt	FIC	English	MY		2014	Weaver	Ashley	MurderattheBrightwell					F	US
2014_Weir,Alison_AgainstourBetter_HIST.txt	NON	English	HIST		2014	Weir	Alison	AgainstourBetter					F	US
2014_Wells,JenniferFoehner_Fluency_SF.txt	FIC	English	SF		2014	Wells	JenniferFoehner	Fluency					F	US
2014_West,Kasie_OntheFence_YA.txt	FIC	English	YA		2014	West	Kasie	OntheFence					F	
2014_Wilder,Jasinda_FallingAway_ROM.txt	FIC	English	ROM		2014	Wilder	Jasinda	FallingAway					F	US
2014_Wood,Naomi_MrsHemingway_CT.txt	FIC	English	NYT		2014	Wood	Naomi	MrsHemingway					F	UK
2014_Woodson,Jacqueline_BrownGirlDreaming_MG.txt	FIC	English	MID		2014	Woodson	Jacqueline	BrownGirlDreaming					F	
2014_Wright,Cynthia_SmugglersMoon_ROM.txt	FIC	English	ROM		2014	Wright	Cynthia	SmugglersMoon					F	US
2014_York,Zoe_LoveinaSmallTown_ROM.txt	FIC	English	ROM		2014	York	Zoe	LoveinaSmallTown					F	Canada
2014_Young,Samantha_BeforeJamaicaLane_ROM.txt	FIC	English	ROM		2014	Young	Samantha	BeforeJamaicaLane					F	UK
2014_Zanders,Abbie_DangerousSecrets_ROM.txt	FIC	English	ROM		2014	Zanders	Abbie	DangerousSecrets					F	US
2014_Zink,Nell_TheWallcreeper_CT.txt	FIC	English	NYT		2014	Zink	Nell	TheWallcreeper					F	US
2015_Aboulela,Leila_TheKindnessOfEnemies_CT.txt	FIC	English	NYT		2015	Aboulela	Leila	TheKindnessofEnemies		GrovePress			F	
2015_Ahdieh,Renee_TheWrathandtheDawn_MY.txt	FIC	English	MY	YA	2015	Ahdieh	Renee	TheWrathandtheDawn					F	US
2015_Ahlborn,Ania_WithinTheseWalls_MY.txt	FIC	English	MY		2015	Ahlborn	Ania	WithinTheseWalls					F	Poland
2015_Albert,Elisa_AfterBirth_CT.txt	FIC	English	NYT		2015	Albert	Elisa	AfterBirth					F	US
2015_Albertalli,Becky_SimonvsTheHomoSapiensAgenda_YA.txt	FIC	English	YA		2015	Albertalli	Becky	SimonVsTheHomoSapiens					F	
2015_Alexander,Victoria_TheDaringExploitsofaRunawayHeiress_ROM.txt	FIC	English	ROM		2015	Alexander	Victoria	TheDaringExploitsofaRunawayHeiress					F	US
2015_Applegate,Katherine_Crenshaw_MG.txt	FIC	English	MID		2015	Applegate	Katherine	Crenshaw					F	
2015_Arlen,Tessa_DeathofaDishonorableGentlemen_MY.txt	FIC	English	MY		2015	Arlen	Tessa	DeathofaDishonorableGentlemen					F	UK
2015_Armentrout,JenniferL_FallWithMe_ROM.txt	FIC	English	ROM		2015	Armentrout	Jennifer	FallWithMe					F	US
2015_Ashley,Jennifer_Grant_ROM.txt	FIC	English	ROM		2015	Ashley	Jennifer	Grant					F	US
2015_Barbery,Muriel_TheLifeOfElves_CT.txt	FIC	English	NYT		2015	Barbery	Muriel	TheLifeofElves		PenguinGroupUSA			F	
2015_Barrett,Shirley_RushOh_CT.txt	FIC	English	NYT		2015	Barrett	Shirley	RushOh!		HachetteBookGroup			F	
2015_Bender,Karen_Refund_PW.txt	FIC	English	PW		2015	Bender	Karen	Refund:Stories		Counterpoint	NationalBookAwards	Shortlist	F	US
2015_Benjamin,Ali_TheThingAboutJellyfish_MG.txt	FIC	English	MID		2015	Benjamin	Ali	TheThingAboutJellyFish					F	
2015_Bennett,ClaireLouise_Pond_CT.txt	FIC	English	NYT		2015	Bennett	Claire-Louise	Pond		PenguinGroupUSA			F	
2015_Birdsall,Jeanne_ThePenderwicksinSpring_MG.txt	FIC	English	MID		2015	Birdsall	Jeanne	ThePenderwicksInSpring					F	
2015_Bishop,Stephanie_TheOtherSideOfTheWorld_CT.txt	FIC	English	NYT		2015	Bishop	Stephanie	TheOtherSideoftheWorld		AtriaBooks			F	
2015_Black,Holly_TheCopperGauntlet_MG.txt	FIC	English	MID		2015	Black	Holly	TheCopperGauntlet					F	
2015_Bladon,Deborah_CHANCE_ROM.txt	FIC	English	ROM		2015	Bladon	Deborah	CHANCE					F	Canada
2015_Bladon,Deborah_EMBER_ROM.txt	FIC	English	ROM		2015	Bladon	Deborah	EMBER					F	Canada
2015_Blair,EK_Echo_ROM.txt	FIC	English	ROM		2015	Blair	EK	Echo					F	US
2015_Bolton,Sharon_LittleBlackLies_MY.txt	FIC	English	MY		2015	Bolton	Sharon	LittleBlackLies					F	UK
2015_Bowen,Sarina_ShootingFortheStars_ROM.txt	FIC	English	ROM		2015	Bowen	Sarina	ShootingFortheStars					F	US
2015_Boyd,Natasha_DeepBlueEternity_ROM.txt	FIC	English	ROM		2015	Boyd	Natasha	DeepBlueEternity					F	Denmark
2015_Brent,Cora_Unruly_ROM.txt	FIC	English	ROM		2015	Brent	Cora	Unruly					F	US
2015_BrubakerBradley,Kimberly_TheWarthatSavedMyLife_MG.txt	FIC	English	MID		2015	BrubakerBradley	Kimberly	TheWarThatSavedMyLife					F	
2015_ButlerJudith_SensesOfTheSubject.txt	NON	English	MIX		2015	Butler	Judith	SensesoftheSubject					F	
2015_Cadbury,Deborah_PrincesatWar_HIST.txt	NON	English	HIST		2015	Cadbury	Deborah	PrincesatWar					F	UK
2015_Callihan,Kristen_TheFriendZone_ROM.txt	FIC	English	ROM		2015	Callihan	Kristen	TheFriendZone					F	US
2015_Carmack,Cora_AllPlayedOut_ROM.txt	FIC	English	ROM		2015	Carmack	Cora	AllPlayedOut					F	US
2015_Carter,Mina_TheMistresstakesaMate_ROM.txt	FIC	English	ROM		2015	Carter	Mina	TheMistresstakesaMate					F	UK
2015_Casey,Kathryn_DeliverUs_HIST.txt	NON	English	HIST		2015	Casey	Kathryn	DeliverUs					F	US
2015_Cherryh,CJ_Tracker_SF.txt	FIC	English	SF		2015	Cherryh	CJ	Tracker					F	US
2015_Ciment,Jill_ActofGod_CT.txt	FIC	English	NYT		2015	Ciment	Jill	ActofGod					F	US
2015_Clare,Jessica_LastKiss_ROM.txt	FIC	English	ROM		2015	Clare	Jessica	LastKiss					F	US
2015_Clement,Jennifer_PrayersfortheStolen_PW.txt	FIC	English	PW		2015	Clement	Jennifer	PrayersfortheStolen		Hogarth	PEN/FaulknerAwardforFiction	Shortlist	F	UK
2015_Cole,Courtney_VERUM_ROM.txt	FIC	English	ROM	YA	2015	Cole	Courtney	VERUM					F	US
2015_Cole,Kresley_TheMaster_ROM.txt	FIC	English	ROM		2015	Cole	Kresley	TheMaster					F	US
2015_Cooper,JS_OneNightStand_ROM.txt	FIC	English	ROM		2015	Cooper	JS	OneNightStand					F	UK
2015_Costello,Mary_Academy_Street_CT.txt	FIC	English	NYT		2015	Costello	Mary	AcademyStreet					F	Ireland
2015_Crews,Caitlin_GreeksLastRedemption_ROM.txt	FIC	English	ROM		2015	Crews	Caitlin	GreeksLastRedemption					F	US
2015_Cross,Kaylea_CollateralDamage_ROM.txt	FIC	English	ROM		2015	Cross	Kaylea	CollateralDamage					F	Canada
2015_Crownover,Jay_Asa_ROM.txt	FIC	English	ROM		2015	Crownover	Jay	Asa					F	US
2015_Cruise,Marilyn_TheBlackChapel_ROM.txt	FIC	English	ROM		2015	Cruise	Marilyn	TheBlackChapel					F	US
2015_CuskRachel_Outline_PW.txt	FIC	English	PW		2015	Cusk	Rachel	Outline		HarperCollins	GovernerGeneral's	Shortlist	F	Canada
2015_Dawson,DelilahS_Hit_SF.txt	FIC	English	SF	YA	2015	Dawson	DelilahS	Hit					F	US
2015_delaCruz,Melissa_TheIsleoftheLost_MG.txt	FIC	English	MID		2015	delaCruz	Melissa	TheIsleoftheLost					F	
2015_Demetrios,Heather_I'llMeetYouThere_YA.txt	FIC	English	YA		2015	Demetrios	Heather	IllMeetYouThere					F	
2015_Dessen,Sarah_SaintAnything_YA.txt	FIC	English	YA		2015	Dessen	Sarah	SaintAnything					F	
2015_Douglas,Penelope_FallingAway_ROM.txt	FIC	English	ROM		2015	Douglas	Penelope	FallingAway					F	US
2015_Edwards,Nicole_Brendon_ROM.txt	FIC	English	ROM		2015	Edwards	Nicole	Brendon					F	US
2015_Edwards,Nicole_Sawyer_ROM.txt	FIC	English	ROM		2015	Edwards	Nicole	Sawyer					F	US
2015_Ee,Susan_EndofDays_SF.txt	FIC	English	SF	YA	2015	Ee	Susan	EndofDays					F	US
2015_Elliot,Kendra_Bridged_ROM.txt	FIC	English	ROM		2015	Elliot	Kendra	Bridged					F	US
2015_Elliot,Kendra_Spiraled_MY.txt	FIC	English	MY		2015	Elliot	Kendra	Spiraled					F	US
2015_Elliott,Kelly_HoldingYou_ROM.txt	FIC	English	ROM		2015	Elliott	Kelly	HoldingYou					F	US
2015_Essbaum,JillAlexander_Hausfrau_CT.txt	FIC	English	NYT		2015	Essbaum	JillAlexander	Hausfrau					F	US
2015_Feehan,Christine_CatsLair_ROM.txt	FIC	English	ROM		2015	Feehan	Christine	CatsLair					F	US
2015_Fisher,Tarryn_Marrow_ROM.txt	FIC	English	ROM		2015	Fisher	Tarryn	Marrow					F	SouthAfrica
2015_Flournoy,Angela_TheTurnerHouse_PW.txt	FIC	English	PW		2015	Flournoy	Angela	TheTurnerHouse		MarinerBooks	NationalBookAwards	Shortlist	F	US
2015_Foor,Jennifer_Binge_ROM.txt	FIC	English	ROM		2015	Foor	Jennifer	Binge					F	US
2015_Ford,Hannah_WhatHeFights_ROM.txt	FIC	English	ROM		2015	Ford	Hannah	WhatHeFights					F	US
2015_Forman,Gayle_IWasHere_YA.txt	FIC	English	YA		2015	Forman	Gayle	IwasHere					F	
2015_Frank,Ella_Trust_ROM.txt	FIC	English	ROM		2015	Frank	Ella	Trust					F	US
2015_Freeman, Anna_The_Fair_Fight_CT.txt	FIC	English	NYT		2015	Freeman	Anna	TheFairFight					F	UK
2015_Frost,Jeaniene_BoundByFlames_ROM.txt	FIC	English	ROM		2015	Frost	Jeaniene	BoundByFlames					F	US
2015_Gappah,Petina_TheBookOfMemory_CT.txt	FIC	English	NYT		2015	Gappah	Petina	TheBookofMemory		MacmillanCA			F	
2015_Gardner,Lisa_Crash&Burn_MY.txt	FIC	English	MY		2015	Gardner	Lisa	Crash&Burn					F	US
2015_Gessen,Masha_TheBrothers_HIST.txt	NON	English	HIST		2015	Gessen	Masha	TheBrothers					F	US
2015_GilbertElizabeth_BigMagic.txt	NON	English	MIX		2015	Gilbert	Elizabeth	BigMagic					F	
2015_Glines,Abbi_UntilFridayNight_YA.txt	FIC	English	YA		2015	Glines	Abbi	UntilFridayNight					F	
2015_Glines,Abbi_WhenImGone_ROM.txt	FIC	English	ROM		2015	Glines	Abbi	WhenImGone					F	US
2015_Goodwin,Emily_Contagious_SF.txt	FIC	English	SF		2015	Goodwin	Emily	Contagious					F	US
2015_Griffiths,Elly_TheGhostFields_MY.txt	FIC	English	MY		2015	Griffiths	Elly	TheGhostFields					F	UK
2015_Groff,Lauren_FatesandFuries_PW.txt	FIC	English	PW		2015	Groff	Lauren	FatesandFuries		Riverhead	NationalBookAwards	Shortlist	F	US
2015_Hadley,Tessa_ThePast_CT.txt	FIC	English	NYT		2015	Hadley	Tessa	ThePast		RandomHouseCa			F	
2015_Halle,Karina_WhereSeaMeetsSky_ROM.txt	FIC	English	ROM		2015	Halle	Karina	WhereSeaMeetsSky					F	Canada
2015_Han,Jenny_PSIStillLoveYou_YA.txt	FIC	English	YA		2015	Han	Jenny	PSIStillLoveYou					F	
2015_Hand,Cynthia_TheLastTimeWeSayGoodbye_YA.txt	FIC	English	YA		2015	Hand	Cynthia	TheLastTimeWeSayGoodbye					F	
2015_Harlow,Melanie_Floored_ROM.txt	FIC	English	ROM		2015	Harlow	Melanie	Floored					F	US
2015_Harlow,Melanie_Frenched_Series_Bundle_ROM.txt	FIC	English	ROM		2015	Harlow	Melanie	Frenched					F	US
2015_Harrison,Thea_MidnightsKiss_ROM.txt	FIC	English	ROM		2015	Harrison	Thea	MidnightsKiss					F	US
2015_Hart,Emma_DirtyPast_ROM.txt	FIC	English	ROM		2015	Hart	Emma	DirtyPast					F	UK
2015_Hawdon,Lindsay_JakobsColors_CT.txt	FIC	English	NYT		2015	Hawdon	Lindsay	Jakob'sColors		HachetteBookGroup			F	
2015_Hawk,Chloe_StepbrotherProtects_ROM.txt	FIC	English	ROM		2015	Hawk	Chloe	StepbrotherProtects					F	US
2015_Headley,MariaDahvana_Magonia_SF.txt	FIC	English	SF	YA	2015	Headley	MariaDahvana	Magonia					F	US
2015_Hemmings,KauiHart_ThePossibilities_CT.txt	FIC	English	NYT		2015	Hemmings	KauiHart	ThePossibilities					F	US
2015_Hewitt,Kate_MarakaiosMarriage_ROM.txt	FIC	English	ROM		2015	Hewitt	Kate	MarakaiosMarriage					F	US
2015_Hinton,Lynne_TheCaseoftheSinCitySister_MY.txt	FIC	English	MY		2015	Hinton	Lynne	TheCaseoftheSinCitySister					F	US
2015_Hodes,Martha_MourningLincoln_HIST.txt	NON	English	HIST		2015	Hodes	Martha	MourningLincoln					F	US
2015_Humphreys,Helen_TheEveningChorus_PW.txt	FIC	English	PW		2015	Humphreys	Helen	TheEveningChorus		HarperCollins	GovernerGeneral's	Shortlist	F	Canada/UK
2015_Hunting,Helena_PUCKED_ROM.txt	FIC	English	ROM		2015	Hunting	Helena	PUCKED					F	Canada
2015_IrelandStone,Tamara_EveryLastWord_YA.txt	FIC	English	YA		2015	IrelandStone	Tamara	EveryLastWord					F	
2015_Jackson,AL_ComeToMeRecklessly_ROM.txt.txt	FIC	English	ROM		2015	Jackson	AL	ComeToMeRecklessly					F	US
2015_Jaff,Sophie_LoveisRed_MY.txt	FIC	English	MY		2015	Jaff	Sophie	LoveisRed					F	SouthAfrica/US
2015_Jagger,Eve_Hard_ROM.txt	FIC	English	ROM		2015	Jagger	Eve	Hard					F	US
2015_James,Nicole_WOLF_ROM.txt	FIC	English	ROM		2015	James	Nicole	WOLF					F	US
2015_James,Tania_TheTuskthatDid_CT.txt	FIC	English	NYT		2015	James	Tania	TheTuskthatDid					F	US
2015_Jewel,Bella_TilDeath_ROM.txt	FIC	English	ROM		2015	Jewel	Bella	TilDeath					F	Australia
2015_Jewel,Bella_TilDeathVolumeTwo_ROM.txt	FIC	English	ROM		2015	Jewel	Bella	TilDeathVolumeTwo					F	Australia
2015_Jewell,Lisa_TheGirlsInTheGarden_CT.txt	FIC	English	NYT		2015	Jewell	Lisa	TheGirlsintheGarden		Simon&Schuster			F	
2015_Jones,Darynda_EighthGraveAfterDark_MY.txt	FIC	English	MY		2015	Jones	Darynda	EighthGraveAfterDark					F	US
2015_Juba,Stacy_DarkBeforeDawn_MY.txt	FIC	English	MY	YA	2015	Juba	Stacy	DarkBeforeDawn					F	US
2015_July,Miranda_TheFirstBadMan_CT.txt	FIC	English	NYT		2015	July	Miranda	TheFirstBadMan					F	US
2015_KalingMindy_WhyNotMe.txt	NON	English	MIX		2015	Kaling	Mindy	WhyNotMe					F	
2015_Kang,Han_TheVegetarian_CT.txt	FIC	English	NYT		2015	Kang	Han	TheVegetarian		PortobelloBooks			F	
2015_Kennedy,Elle_FlashFire_ROM.txt	FIC	English	ROM		2015	Kennedy	Elle	FlashFire					F	Canada
2015_Kennedy,Elle_TheDeal_ROM.txt	FIC	English	ROM		2015	Kennedy	Elle	TheDeal					F	Canada
2015_Kennedy,Elle_TheMistake_ROM.txt	FIC	English	ROM		2015	Kennedy	Elle	TheMistake					F	Canada
2015_King,CM_ICherishYourHeart_ROM.txt	FIC	English	ROM		2015	King	CM	ICherishYourHeart					F	UK
2015_King,LaurieR_DreamingSpies_MY.txt	FIC	English	MY		2015	King	LaurieR	DreamingSpies					F	US
2015_Kinsella,Sophie_FindingAudrey_YA.txt	FIC	English	YA		2015	Kinsella	Sophie	FindingAudrey					F	
2015_Knight,Renee_Disclaimer_MY.txt	FIC	English	MY		2015	Knight	Renee	Disclaimer					F	UK
2015_Knoll,Jessica_LuckiestGirlAlive_MY.txt	FIC	English	MY		2015	Knoll	Jessica	LuckiestGirlAlive					F	US
2015_Lain,Tara_KnightofOceanAvenue_ROM.txt	FIC	English	ROM		2015	Lain	Tara	KnightofOceanAvenue					F	US
2015_Latham,Jennifer_ScarlettUndercover_MY.txt	FIC	English	MY	YA	2015	Latham	Jennifer	ScarlettUndercover					F	US
2015_LawsonJenny_FuriouslyHappy.txt	NON	English	MIX		2015	Lawson	Jenny	FuriouslyHappy					F	
2015_Leighten,M_PocketfulofSand_ROM.txt	FIC	English	ROM		2015	Leighten	M	PocketfulofSand					F	US
2015_Lewis,RJ_Carter_ROM.txt	FIC	English	ROM		2015	Lewis	RJ	Carter					F	Canada
2015_Lewis,RJ_Leah_ROM.txt	FIC	English	ROM		2015	Lewis	RJ	Leah					F	Canada
2015_Linde,KA_Diamonds_ROM.txt	FIC	English	ROM		2015	Linde	KA	Diamonds					F	US
2015_Logan,Kirsty_TheGracekeepers_SF.txt	FIC	English	SF		2015	Logan	Kirsty	TheGracekeepers					F	UK
2015_Lord,Cynthia_AHandfulof Stars_MG.txt	FIC	English	MID		2015	Lord	Cynthia	AhandfulofStars					F	
2015_Lord,Karen_TheGalaxyGame_SF.txt	FIC	English	SF		2015	Lord	Karen	TheGalaxyGame					F	Barbados
2015_Lu,Marie_TheEvertree_MG.txt	FIC	English	MID		2015	Lu	Marie	TheEvertree					F	
2015_Lynn,Michelle_LoveSurfaced_ROM.txt	FIC	English	ROM		2015	Lynn	Michelle	LoveSurfaced					F	US
2015_Lynn,Sandi_HisProposedDeal_ROM.txt	FIC	English	ROM		2015	Lynn	Sandi	HisProposedDeal					F	US
2015_Lynn,Sandi_LoveLust&AMillionaire_ROM.txt	FIC	English	ROM		2015	Lynn	Sandi	LoveLust&AMillionaire					F	US
2015_Mabie,M_Sail_ROM.txt	FIC	English	ROM		2015	Mabie	M	Sail					F	US
2015_MacLean,Julianne_TheColorofJoy_ROM.txt	FIC	English	ROM		2015	MacLean	Julianne	TheColorofJoy					F	Canada
2015_MacMillanMargaret_HistorysPeoplePersonalitiesAndThePast.txt	NON	English	MIX		2015	MacMillan	Margaret	HistorysPeoplePersonalitiesAndThePast					F	
2015_Macomber,Debbie_BackonBlossomStreet_ROM.txt	FIC	English	ROM		2015	Macomber	Debbie	BackonBlossomStreet					F	US
2015_Malpas,JodiEllen_OneNightUnveiled_ROM.txt	FIC	English	ROM		2015	Malpas	JodiEllen	OneNightUnveiled					F	UK
2015_Marsons,Angela_EvilGames_MY.txt	FIC	English	MY		2015	Marsons	Angela	EvilGames					F	UK
2015_Marsons,Angela_SilentScream_MY.txt	FIC	English	MY		2015	Marsons	Angela	SilentScream					F	UK
2015_Martin,Lex_KissingMadeline_ROM.txt	FIC	English	ROM		2015	Martin	Lex	KissingMadeline					F	US
2015_Mathewson,RL_DoubleDare_ROM.txt	FIC	English	ROM		2015	Mathewson	RL	DoubleDare					F	US
2015_Matson,Lynne_NilUnlocked_SF.txt	FIC	English	SF	YA	2015	Matson	Lynne	NilUnlocked					F	US
2015_McCreight,Kimberly_WhereTheyFoundHer_MY.txt	FIC	English	MY		2015	McCreight	Kimberly	WhereTheyFoundHer					F	US
2015_McGarry,Katie_NowhereButHere_YA.txt	FIC	English	YA		2015	McGarry	Katie	NowhereButHere					F	
2015_McKeon,Belinda_Tender_CT.txt	FIC	English	NYT		2015	McKeon	Belinda	Tender		HachetteBookGroup			F	
2015_McLaughlin,Heidi_ChooseMe_ROM.txt	FIC	English	ROM		2015	McLaughlin	Heidi	ChooseMe					F	US
2015_McLean,Jay_WhereTheRoadTakesMe_ROM.txt	FIC	English	ROM	YA	2015	McLean	Jay	WhereTheRoadTakesMe					F	Australia
2015_Mead,Richelle_TheRubyCircle_ROM.txt	FIC	English	ROM	YA	2015	Mead	Richelle	TheRubyCircle					F	US
2015_Medley,Lisa_Reap&Repent_ROM.txt	FIC	English	ROM		2015	Medley	Lisa	Reap&Repent					F	US
2015_Meyer,Marie_AcrosstheDistance_ROM.txt	FIC	English	ROM		2015	Meyer	Marie	AcrosstheDistance					F	US
2015_Meyer,Tijan_CarterReed2_ROM.txt	FIC	English	ROM		2015	Meyer	Tijan	CarterReed2					F	US
2015_Michaels,Jess_TheWidowWager_ROM.txt	FIC	English	ROM		2015	Michaels	Jess	TheWidowWager					F	US
2015_Michele,Beth_FortheLoveofRaindrops_ROM.txt	FIC	English	ROM		2015	Michele	Beth	FortheLoveofRaindrops					F	US
2015_Moning,KarenMarie_Burned_ROM.txt	FIC	English	ROM		2015	Moning	KarenMarie	Burned					F	US
2015_Morey,Trish_CaptiveofKadar_ROM.txt	FIC	English	ROM		2015	Morey	Trish	CaptiveofKadar					F	US
2015_Mosteller,MistiD_TheFatRules_ROM.txt	FIC	English	ROM		2015	Mosteller	MistiD	TheFatRules					F	US
2015_MullalyHunt,Lynda_Fish in a Tree_MG.txt	FIC	English	MID		2015	MullalyHunt	Lynda	FishinaTree					F	
2015_MunozRyan,Pam_Echo_MG.txt	FIC	English	MID		2015	MunozRyan	Pam	Echo					F	
2015_Murphy,Julie_Dumplin_YA.txt	FIC	English	YA		2015	Murphy	Julie	Dumplin					F	
2015_NelsonMaggie_TheAgronauts.txt	NON	English	MIX		2015	Nelson	Maggie	TheArgonauts					F	
2015_Nissenson,Janet_Shattered_ROM.txt	FIC	English	ROM		2015	Nissenson	Janet	Shattered					F	US
2015_Niven,Jennifer_AllTheBrightPlaces_YA.txt	FIC	English	YA		2015	Niven	Jennifer	AllTheBrightPlaces					F	
2015_O'NeillHeather_DaydreamsofAngels_PW.txt	FIC	English	PW		2015	O'Neill	Heather	DaydreamsofAngels		HarperCollins	ScotiabankGillerPrize	Shortlist	F	Canada
2015_Oates,JoyceCarol_TheSacrifice_CT.txt	FIC	English	NYT		2015	Oates	JoyceCarol	TheSacrifice					F	US
2015_OBrien,Edna_TheLittleRedChairs_CT.txt	FIC	English	NYT		2015	O'Brien	Edna	TheLittleRedChairs		Little,Brown,andCo.			F	
2015_Offill,Jenny_DeptofSpeculation_PW.txt	FIC	English	PW		2015	Offill	Jenny	Dept.ofSpeculation		Knopf	PEN/FaulknerAwardforFiction	Shortlist	F	US
2015_Oliver,Lauren_VanishingGirls_MY.txt	FIC	English	MY	YA	2015	Oliver	Lauren	VanishingGirls					F	US
2015_Paget,KarenM_PatrioticBetrayal_HIST.txt	NON	English	HIST		2015	Paget	KarenM	PatrioticBetrayal					F	US
2015_Pierce,M_AfterDark_ROM.txt	FIC	English	ROM		2015	Pierce	M	AfterDark					F	US
2015_Pilon,Mary_TheMonopolists_HIST.txt	NON	English	HIST		2015	Pilon	Mary	TheMonopolists					F	US
2015_Price,Richard_TheWhites_MY.txt	FIC	English	MY		2015	Price	Richard	TheWhites					F	US
2015_Proby,Kristen_EasyLove_ROM.txt	FIC	English	ROM		2015	Proby	Kristen	EasyLove					F	US
2015_Pulley,DM_TheDeadKey_MY.txt	FIC	English	MY		2015	Pulley	DM	TheDeadKey					F	US
2015_Quick,Amanda_GardenofLies_MY.txt	FIC	English	MY		2015	Quick	Amanda	GardenofLies					F	US
2015_Reid,Stacy_SinsofaDuke_ROM.txt	FIC	English	ROM		2015	Reid	Stacy	SinsofaDuke					F	US
2015_Reilly,Cora_BoundByHatred_ROM.txt	FIC	English	ROM		2015	Reilly	Cora	BoundByHatred					F	US
2015_Reynolds,AuroraRose_UntilJuly_ROM.txt	FIC	English	ROM		2015	Reynolds	AuroraRose	UntilJuly					F	US
2015_Ritchie,Krista_FuelTheFire_ROM.txt	FIC	English	ROM		2015	Ritchie	Krista	FuelTheFire					F	US
2015_Robb,JD_ObsessioninDeath_MY.txt	FIC	English	MY		2015	Robb	JD	ObsessioninDeath					F	US
2015_Roberts,Cokie_CapitalDames_HIST.txt	NON	English	HIST		2015	Roberts	Cokie	CapitalDames					F	US
2015_Roberts,Nora_TheLiar_ROM.txt	FIC	English	ROM		2015	Roberts	Nora	TheLiar					F	US
2015_Roy,Anuradha_SleepingOnJupiter_CT.txt	FIC	English	NYT		2015	Roy	Anuradha	SleepingonJupiter		GraywolfPress			F	
2015_Ryan,Carrie_DaughterofDeepSilence_MY.txt	FIC	English	MY	YA	2015	Ryan	Carrie	DaughterofDeepSilence					F	US
2015_Ryan,Kaylee_JustSayWhen_ROM.txt	FIC	English	ROM		2015	Ryan	Kaylee	JustSayWhen					F	US
2015_Ryan,Kendall_TheGentlemanMentor_ROM.txt	FIC	English	ROM		2015	Ryan	Kendall	TheGentlemanMentor					F	US
2015_Salvalaggio,Karin_BurntRiver_MY.txt	FIC	English	MY		2015	Salvalaggio	Karin	BurntRiver					F	US
2015_SchofieldAnakana_MartinJohn_PW.txt	FIC	English	PW		2015	Schofield	Anakana	MartinJohn		JohnMetcalf	ScotiabankGillerPrize	Shortlist	F	Ireland/Canada
2015_Scott,Ginger_WildReckless_ROM.txt	FIC	English	ROM		2015	Scott	Ginger	WildReckless					F	US
2015_Scott,JS_NoOrdinaryBillionaire_ROM.txt	FIC	English	ROM		2015	Scott	JS	NoOrdinaryBillionaire					F	US
2015_Scottoline,Lisa_EveryFifteenMinutes_MY.txt	FIC	English	MY		2015	Scottoline	Lisa	EveryFifteenMinutes					F	US
2015_Seierstad,Asne_OneofUs_HIST.txt	NON	English	HIST		2015	Seierstad	Asne	OneofUs	Norwegian				F	Norway
2015_Shea,Rebecca_BrokenbyLies_ROM.txt	FIC	English	ROM		2015	Shea	Rebecca	BrokenbyLies					F	US
2015_Sherratt,Mel_FollowtheLeader_MY.txt	FIC	English	MY		2015	Sherratt	Mel	FollowtheLeader					F	UK
2015_Silver,Jordan_TheCrush_ROM.txt	FIC	English	ROM		2015	Silver	Jordan	TheCrush					F	US
